Number	Accession	A's	G'c	C's	T's	N's	Length	GC%
564	CY062405	602	377	314	408	0	1701	fpCG
565	CY062406	602	377	315	407	0	1701	fpCG
566	CY062407	602	377	314	408	0	1701	fpCG
567	AB451123	195	157	99	149	0	600	fpCG
568	AB451126	194	158	98	150	0	600	fpCG
569	AB451122	196	158	95	151	0	600	fpCG
570	AB451164	336	207	218	217	0	978	fpCG
571	AB453378	344	200	219	224	0	987	fpCG
572	AB043497	348	221	223	237	0	1029	fpCG
573	AB453379	340	201	217	229	0	987	fpCG
574	AB255395	338	207	212	221	0	978	fpCG
575	AB453380	340	201	217	229	0	987	fpCG
576	AB259107	343	201	217	226	0	987	fpCG
577	AB259772	86	93	70	87	0	336	fpCG
578	AB453381	339	201	217	230	0	987	fpCG
579	AB453382	341	201	219	226	0	987	fpCG
580	AB259108	344	200	217	226	0	987	fpCG
581	AB259773	83	89	68	87	0	327	fpCG
582	AB255390	325	217	217	219	0	978	fpCG
583	AB451127	437	310	234	352	0	1333	fpCG
584	AB451165	336	207	217	218	0	978	fpCG
585	AB255396	330	213	218	217	0	978	fpCG
586	AB289674	341	201	219	226	0	987	fpCG
587	AB289686	81	90	68	85	0	325	fpCG
588	AB453383	343	199	218	227	0	987	fpCG
589	AB451128	189	146	94	141	0	570	fpCG
590	AB259109	344	200	218	225	0	987	fpCG
591	AB259745	73	78	62	78	0	291	fpCG
592	AB510200	338	206	212	222	0	978	fpCG
593	AB510208	179	165	93	162	0	600	fpCG
594	AB510201	339	206	212	221	0	978	fpCG
595	AB510209	204	185	110	185	0	684	fpCG
596	AB451129	194	158	99	149	0	600	fpCG
597	AB255397	325	217	216	220	0	978	fpCG
598	AB243873	341	204	220	222	0	987	fpCG
599	AB259110	340	204	216	227	0	987	fpCG
600	AB259744	89	91	70	86	0	336	fpCG
601	AB289670	344	202	217	224	0	987	fpCG
602	AB289679	87	88	69	86	0	330	fpCG
603	AB510202	338	206	212	222	0	978	fpCG
604	AB510210	193	159	96	152	0	600	fpCG
605	AB259740	342	202	216	227	0	987	fpCG
606	AB259768	87	91	68	87	0	333	fpCG
607	AB451130	194	158	99	149	0	600	fpCG
608	AB243872	341	204	219	223	0	987	fpCG
609	AB289680	89	92	70	85	0	336	fpCG
610	AB243871	341	203	219	224	0	987	fpCG
611	AB289681	87	90	71	85	0	333	fpCG
612	AB451131	197	158	95	150	0	600	fpCG
613	AB255398	337	207	213	221	0	978	fpCG
614	AB451132	187	147	97	139	0	570	fpCG
615	AB451166	331	212	212	223	0	978	fpCG
616	AB289671	342	202	217	226	0	987	fpCG
617	AB289682	82	84	65	84	0	315	fpCG
618	AB243870	345	201	217	224	0	987	fpCG
619	AB259775	84	87	69	87	0	327	fpCG
620	AB243869	342	202	216	227	0	987	fpCG
621	AB259751	85	92	72	87	0	336	fpCG
622	AB243868	340	204	219	224	0	987	fpCG
623	AB259776	88	90	69	86	0	333	fpCG
624	AB243867	344	200	217	226	0	987	fpCG
625	AB259774	65	60	52	73	0	250	fpCG
626	AB243744	325	217	217	219	0	978	fpCG
627	AB243745	325	217	217	219	0	978	fpCG
628	AB255391	326	216	217	219	0	978	fpCG
629	AB289676	342	202	217	226	0	987	fpCG
630	AB289687	88	89	69	87	0	333	fpCG
631	AB259741	342	202	217	226	0	987	fpCG
632	AB259769	87	90	70	86	0	333	fpCG
633	AB246366	342	202	217	226	0	987	fpCG
634	AB259750	84	88	68	87	0	327	fpCG
635	AB259739	342	202	217	226	0	987	fpCG
636	AB259767	84	88	67	86	0	325	fpCG
637	AB259101	342	202	218	225	0	987	fpCG
638	AB259749	84	88	68	87	0	327	fpCG
639	AB259105	343	201	217	226	0	987	fpCG
640	AB259770	72	81	60	81	0	294	fpCG
641	AB510919	251	198	130	195	0	774	fpCG
642	AB510920	248	193	126	189	0	756	fpCG
643	AB259102	341	201	218	227	0	987	fpCG
644	AB259748	83	85	66	84	0	318	fpCG
645	AB510921	248	193	126	189	0	756	fpCG
646	AB289677	341	203	214	229	0	987	fpCG
647	AB289688	87	93	69	87	0	336	fpCG
648	AB510922	252	199	131	192	0	774	fpCG
649	GU014772	601	378	313	409	0	1701	fpCG
650	GU014773	450	330	264	366	0	1410	fpCG
651	GU136025	811	517	441	505	0	2274	fpCG
652	GU136058	770	587	432	491	0	2280	fpCG
653	GU138869	286	253	208	235	0	982	fpCG
654	GU138869	286	253	208	235	0	982	fpCG
655	GU138902	496	395	294	312	0	1497	fpCG
656	GU138935	705	528	422	496	0	2151	fpCG
657	AB510923	238	186	122	186	0	732	fpCG
658	AB124658	436	343	265	366	0	1410	fpCG
659	AB284320	563	417	360	425	0	1765	fpCG
660	AB295605	551	409	353	418	0	1731	fpCG
661	AB295606	442	348	267	374	0	1431	fpCG
662	EF614248	541	408	351	404	0	1704	fpCG
663	EF614249	538	406	351	403	0	1698	fpCG
664	EF614250	538	406	351	403	0	1698	fpCG
665	EF614251	538	406	351	403	0	1698	fpCG
666	J02090	554	414	354	416	0	1738	fpCG
667	M34829	289	214	175	212	0	890	fpCG
668	M34829	289	214	175	212	0	890	fpCG
669	M55059	561	415	361	426	0	1763	fpCG
670	M63515	292	270	214	251	0	1027	fpCG
671	M63515	292	270	214	251	0	1027	fpCG
672	V01085	563	416	360	426	0	1765	fpCG
673	AB043708	333	232	222	248	0	1035	fpCG
674	AB255389	324	218	217	219	0	978	fpCG
675	D10571	290	213	175	212	0	890	fpCG
676	D10571	290	213	175	212	0	890	fpCG
677	AB510924	241	188	122	184	0	735	fpCG
678	AB289678	343	200	217	227	0	987	fpCG
679	AB289689	87	91	68	87	0	333	fpCG
680	AB510925	243	188	122	185	0	738	fpCG
681	AB510926	250	194	130	191	0	765	fpCG
682	GU014774	600	379	314	408	0	1701	fpCG
683	GU014775	450	330	263	367	0	1410	fpCG
684	GU135996	271	202	169	208	0	850	fpCG
685	GU135996	271	202	169	208	0	850	fpCG
686	GU136026	813	515	438	508	0	2274	fpCG
687	GU136059	770	587	431	492	0	2280	fpCG
688	GU138870	286	253	208	235	0	982	fpCG
689	GU138870	286	253	208	235	0	982	fpCG
690	GU138903	496	395	294	312	0	1497	fpCG
691	GU138936	705	529	421	496	0	2151	fpCG
692	AB255392	337	207	213	221	0	978	fpCG
693	AB259111	342	201	217	227	0	987	fpCG
694	AB259743	86	86	66	86	0	324	fpCG
695	AB259112	341	203	217	226	0	987	fpCG
696	AB259742	53	50	43	64	0	210	fpCG
697	AB453352	339	204	219	225	0	987	fpCG
698	AB043490	355	223	224	230	0	1032	fpCG
699	AB451133	188	147	96	139	0	570	fpCG
700	AB043493	353	224	225	230	0	1032	fpCG
701	AB520639	250	195	126	189	0	760	fpCG
702	AB520640	226	175	116	173	0	690	fpCG
703	AB453353	343	200	219	225	0	987	fpCG
704	AB451134	197	158	95	150	0	600	fpCG
705	AB520641	247	193	127	189	0	756	fpCG
706	AB520642	233	178	119	175	0	705	fpCG
707	AB520643	239	179	121	178	0	717	fpCG
708	AB520644	247	193	127	189	0	756	fpCG
709	AB520645	242	188	123	182	0	735	fpCG
710	AB453343	337	208	215	218	0	978	fpCG
711	AB451135	197	158	95	150	0	600	fpCG
712	AB520646	239	182	122	180	0	723	fpCG
713	AB520647	231	176	118	174	0	699	fpCG
714	AB520648	238	179	121	176	0	714	fpCG
715	AB520649	243	189	124	182	0	738	fpCG
716	AB520650	239	181	121	179	0	720	fpCG
717	AB520651	247	193	127	189	0	756	fpCG
718	AB451136	189	145	94	142	0	570	fpCG
719	AB451167	335	211	210	222	0	978	fpCG
720	AB520652	240	183	121	185	0	729	fpCG
721	AB520653	242	185	122	186	0	735	fpCG
722	AB520654	243	186	121	182	0	732	fpCG
723	AB510205	337	206	214	221	0	978	fpCG
724	AB510214	193	159	96	152	0	600	fpCG
725	AB453349	339	206	217	225	0	987	fpCG
726	AB451137	196	158	96	150	0	600	fpCG
727	AB451138	196	161	96	147	0	600	fpCG
728	AB453368	342	201	217	227	0	987	fpCG
729	AB451139	189	147	93	141	0	570	fpCG
730	AB451140	189	149	93	139	0	570	fpCG
731	AB453354	340	205	217	225	0	987	fpCG
732	AB510215	193	159	96	152	0	600	fpCG
733	AB289672	340	203	218	226	0	987	fpCG
734	AB289683	88	92	69	87	0	336	fpCG
735	AB510206	336	206	215	221	0	978	fpCG
736	AB510216	192	160	96	152	0	600	fpCG
737	AB510217	193	159	96	152	0	600	fpCG
738	AB043707	331	232	223	249	0	1035	fpCG
739	AB451124	188	147	94	141	0	570	fpCG
740	AB451141	188	147	96	139	0	570	fpCG
741	AB451142	186	155	94	135	0	570	fpCG
742	AB451143	190	150	93	137	0	570	fpCG
743	AB451144	188	148	95	139	0	570	fpCG
744	AB451145	196	158	95	151	0	600	fpCG
745	AB451168	335	208	218	217	0	978	fpCG
746	AB451146	188	149	94	139	0	570	fpCG
747	AB255393	328	215	218	217	0	978	fpCG
748	AB453355	341	203	219	224	0	987	fpCG
749	AB451147	195	158	95	152	0	600	fpCG
750	AB451148	186	150	94	140	0	570	fpCG
751	AB451149	188	152	95	135	0	570	fpCG
752	AB453356	342	201	219	225	0	987	fpCG
753	AB451150	189	152	93	136	0	570	fpCG
754	AB510218	174	140	89	137	0	540	fpCG
755	AB451151	196	158	95	151	0	600	fpCG
756	AB453344	337	206	217	218	0	978	fpCG
757	AB453357	340	205	217	225	0	987	fpCG
758	AB451125	195	157	99	149	0	600	fpCG
759	AB510211	193	159	96	152	0	600	fpCG
760	AB453345	337	207	215	219	0	978	fpCG
761	AB453346	337	206	217	218	0	978	fpCG
762	AB453347	337	206	217	218	0	978	fpCG
763	AB289673	342	201	218	226	0	987	fpCG
764	AB289684	88	92	69	87	0	336	fpCG
765	AB453358	338	206	218	225	0	987	fpCG
766	AB451152	194	158	99	149	0	600	fpCG
767	AB453359	341	204	217	225	0	987	fpCG
768	AB255394	328	215	218	217	0	978	fpCG
769	AB453360	341	202	220	224	0	987	fpCG
770	AB453361	343	201	218	225	0	987	fpCG
771	U48446	336	224	225	247	0	1032	fpCG
772	AB453362	343	200	218	226	0	987	fpCG
773	AB451153	196	158	95	151	0	600	fpCG
774	AB259103	342	202	217	226	0	987	fpCG
775	AB259747	82	87	65	84	0	318	fpCG
776	AB453342	337	207	215	219	0	978	fpCG
777	AB453363	342	201	219	225	0	987	fpCG
778	AB451154	189	148	93	140	0	570	fpCG
779	AB451169	332	207	221	218	0	978	fpCG
780	AB453364	342	201	220	224	0	987	fpCG
781	AB451155	153	120	86	121	0	480	fpCG
782	AB451170	335	208	218	217	0	978	fpCG
783	AB453365	340	203	219	225	0	987	fpCG
784	AB453369	343	201	216	227	0	987	fpCG
785	AB451156	435	311	233	354	0	1333	fpCG
786	AB451171	336	209	211	222	0	978	fpCG
787	AB453370	341	201	217	228	0	987	fpCG
788	AB445013	195	157	97	151	0	600	fpCG
789	AB445014	334	211	211	222	0	978	fpCG
790	AB453348	337	206	217	218	0	978	fpCG
791	AB453371	342	201	216	228	0	987	fpCG
792	AB453366	340	205	216	226	0	987	fpCG
793	AB453372	342	201	216	228	0	987	fpCG
794	AB453367	342	201	219	225	0	987	fpCG
795	AB453373	341	201	217	228	0	987	fpCG
796	AB453350	340	205	216	226	0	987	fpCG
797	AB510203	335	210	213	220	0	978	fpCG
798	AB510212	192	159	97	152	0	600	fpCG
799	AB259106	341	204	217	225	0	987	fpCG
800	AB259771	87	93	69	87	0	336	fpCG
801	AB457183	340	206	214	227	0	987	fpCG
802	AB457184	339	206	214	228	0	987	fpCG
803	AB451172	331	212	212	223	0	978	fpCG
804	AB289675	342	201	217	227	0	987	fpCG
805	AB289685	88	92	69	87	0	336	fpCG
806	AB451158	336	208	216	218	0	978	fpCG
807	AB510219	193	160	96	151	0	600	fpCG
808	AB451159	336	208	216	218	0	978	fpCG
809	AB510207	338	205	214	221	0	978	fpCG
810	AB510220	192	160	96	152	0	600	fpCG
811	AB451160	336	208	218	216	0	978	fpCG
812	AB451157	196	158	95	151	0	600	fpCG
813	AB510221	193	159	96	152	0	600	fpCG
814	AB451119	195	158	96	151	0	600	fpCG
815	AB451161	336	208	218	216	0	978	fpCG
816	AB510222	192	160	96	152	0	600	fpCG
817	AB510223	193	160	96	151	0	600	fpCG
818	AB259104	339	204	217	227	0	987	fpCG
819	AB259746	84	87	66	84	0	321	fpCG
820	AB453351	339	206	217	225	0	987	fpCG
821	AB510204	337	206	212	223	0	978	fpCG
822	AB510213	196	157	95	152	0	600	fpCG
823	AB453374	343	198	218	228	0	987	fpCG
824	AB451120	186	150	93	141	0	570	fpCG
825	AB451162	337	208	217	216	0	978	fpCG
826	AB043496	347	222	223	237	0	1029	fpCG
827	AB451121	195	157	97	151	0	600	fpCG
828	AB451163	336	209	210	223	0	978	fpCG
829	AB453375	341	201	219	226	0	987	fpCG
830	AB453376	342	200	218	227	0	987	fpCG
831	AB453377	342	200	218	227	0	987	fpCG
832	U48444	333	227	223	249	0	1032	fpCG
833	GQ365410	600	379	314	408	0	1701	fpCG
834	GQ365411	286	253	208	235	0	982	fpCG
835	GQ365411	286	253	208	235	0	982	fpCG
836	GQ365412	451	329	263	367	0	1410	fpCG
837	GQ365413	496	395	294	312	0	1497	fpCG
838	GQ365414	271	202	170	208	0	851	fpCG
839	GQ365414	271	202	170	208	0	851	fpCG
840	GQ365415	705	529	423	494	0	2151	fpCG
841	GQ365416	812	516	439	507	0	2274	fpCG
842	GQ365417	769	588	432	491	0	2280	fpCG
843	AF008825	324	223	212	228	0	987	fpCG
844	U48443	331	231	221	249	0	1032	fpCG
845	AB117194	331	214	210	223	0	978	fpCG
846	AY661155	350	252	232	261	0	1095	fpCG
847	AB117165	330	214	215	219	0	978	fpCG
848	EF584373	437	337	274	362	0	1410	fpCG
849	GQ168624	273	202	174	214	0	863	fpCG
850	GQ168624	273	202	174	214	0	863	fpCG
851	GQ200229	769	588	431	492	0	2280	fpCG
852	GQ200230	705	530	421	495	0	2151	fpCG
853	GQ323480	451	329	262	368	0	1410	fpCG
854	GQ457474	284	255	208	235	0	982	fpCG
855	GQ457474	284	255	208	235	0	982	fpCG
856	GQ894929	600	379	314	408	0	1701	fpCG
857	GQ894930	813	516	438	507	0	2274	fpCG
858	GQ894931	493	398	294	312	0	1497	fpCG
859	M57630	326	232	224	233	20	1035	fpCG
860	CY016322	350	219	224	236	0	1029	fpCG
861	EU100631	452	335	250	376	0	1413	fpCG
862	EU100677	343	225	222	239	0	1029	fpCG
863	EU199292	387	269	245	276	0	1178	fpCG
864	EU199334	382	269	245	273	0	1170	fpCG
865	EU199321	382	271	243	278	0	1176	fpCG
866	CY031455	350	216	217	237	0	1020	fpCG
867	CY031872	355	220	225	240	0	1040	fpCG
868	CY031873	355	221	224	240	0	1040	fpCG
869	CY031874	354	221	225	240	0	1040	fpCG
870	CY031875	352	223	225	240	0	1040	fpCG
871	CY031876	354	221	225	240	0	1040	fpCG
872	CY031877	355	221	224	240	0	1040	fpCG
873	CY031878	352	223	225	239	0	1039	fpCG
874	CY031879	354	221	226	239	0	1040	fpCG
875	CY031880	355	221	223	241	0	1040	fpCG
876	CY031881	355	220	225	240	0	1040	fpCG
877	CY031882	353	222	225	240	0	1040	fpCG
878	CY031883	355	220	226	239	0	1040	fpCG
879	CY031884	353	221	223	243	0	1040	fpCG
880	CY031885	354	221	224	241	0	1040	fpCG
881	CY031886	353	223	227	237	0	1040	fpCG
882	CY032634	352	221	224	243	0	1040	fpCG
883	CY034429	354	219	225	239	0	1037	fpCG
884	CY034439	355	218	226	238	0	1037	fpCG
885	CY034441	353	220	225	239	0	1037	fpCG
886	CY034503	345	220	221	237	0	1023	fpCG
887	CY034582	360	233	227	250	0	1070	fpCG
888	CY069646	417	265	237	281	0	1200	fpCG
889	CY069647	418	265	237	280	0	1200	fpCG
890	CY069725	417	266	237	280	0	1200	fpCG
891	CY069726	415	267	237	281	0	1200	fpCG
892	CY069727	418	264	239	279	0	1200	fpCG
893	CY069728	417	265	239	279	0	1200	fpCG
894	CY069729	416	266	237	281	0	1200	fpCG
895	CY069730	417	266	237	280	0	1200	fpCG
896	CY069731	418	264	240	278	0	1200	fpCG
897	CY069732	417	265	238	280	0	1200	fpCG
898	CY069733	417	264	238	281	0	1200	fpCG
899	CY069734	417	265	238	280	0	1200	fpCG
900	CY069735	417	264	239	280	0	1200	fpCG
901	CY069736	414	267	238	281	0	1200	fpCG
902	CY069737	415	267	238	280	0	1200	fpCG
903	CY069738	417	265	237	281	0	1200	fpCG
904	CY069648	377	246	217	260	0	1100	fpCG
905	CY069649	379	245	217	259	0	1100	fpCG
906	CY069650	380	246	217	257	0	1100	fpCG
907	CY069744	404	263	251	282	0	1200	fpCG
908	CY025381	597	397	325	422	0	1741	fpCG
909	CY025382	294	249	204	238	0	985	fpCG
910	CY025382	294	249	204	238	0	985	fpCG
911	CY025383	456	337	252	380	0	1425	fpCG
912	CY025384	496	399	305	324	0	1524	fpCG
913	CY025385	265	211	162	211	0	849	fpCG
914	CY025385	265	211	162	211	0	849	fpCG
915	CY025386	744	518	396	541	0	2199	fpCG
916	CY025387	809	508	434	554	0	2305	fpCG
917	CY025387	809	508	434	554	0	2305	fpCG
918	CY025388	808	547	408	535	0	2298	fpCG
919	CY026035	583	378	344	416	0	1721	fpCG
920	CY026036	278	262	205	239	0	984	fpCG
921	CY026036	278	262	205	239	0	984	fpCG
922	CY026037	443	339	274	373	0	1429	fpCG
923	CY026038	501	401	293	325	0	1520	fpCG
924	CY026039	287	194	159	205	0	845	fpCG
925	CY026039	287	194	159	205	0	845	fpCG
926	CY026040	733	514	415	525	0	2187	fpCG
927	CY026041	815	524	448	510	0	2297	fpCG
928	CY026041	815	524	448	510	0	2297	fpCG
929	CY026042	796	565	414	526	0	2301	fpCG
930	CY027411	585	397	323	420	0	1725	fpCG
931	CY027412	289	251	204	238	0	982	fpCG
932	CY027412	289	251	204	238	0	982	fpCG
933	CY027413	452	337	251	381	0	1421	fpCG
934	CY027414	496	397	305	322	0	1520	fpCG
935	CY027415	267	210	161	212	0	850	fpCG
936	CY027415	267	210	161	212	0	850	fpCG
937	CY027416	741	515	395	540	0	2191	fpCG
938	CY027417	803	507	436	551	0	2297	fpCG
939	CY027417	803	507	436	551	0	2297	fpCG
940	CY027418	808	545	411	533	0	2297	fpCG
941	CY025859	582	379	341	419	0	1721	fpCG
942	CY025860	284	262	208	241	0	995	fpCG
943	CY025860	284	262	208	241	0	995	fpCG
944	CY025861	445	341	274	372	0	1432	fpCG
945	CY025862	500	401	296	324	0	1521	fpCG
946	CY025863	291	191	161	205	0	848	fpCG
947	CY025863	291	191	161	205	0	848	fpCG
948	CY025864	733	516	413	522	0	2184	fpCG
949	CY025865	819	519	448	517	0	2303	fpCG
950	CY025865	819	519	448	517	0	2303	fpCG
951	CY025866	797	564	417	525	0	2303	fpCG
952	CY072074	601	379	313	408	0	1701	fpCG
953	CY072075	603	376	313	409	0	1701	fpCG
954	CY072076	601	378	314	408	0	1701	fpCG
955	CY072077	601	376	314	410	0	1701	fpCG
956	CY072078	603	376	314	408	0	1701	fpCG
957	CY072079	601	377	314	409	0	1701	fpCG
958	CY072080	601	377	313	410	0	1701	fpCG
959	CY072081	602	376	314	408	0	1701	fpCG
960	CY072082	602	378	313	408	0	1701	fpCG
961	CY072083	595	373	311	405	0	1684	fpCG
962	EU199306	573	395	320	413	0	1702	fpCG
963	EU516135	452	335	248	378	0	1413	fpCG
964	EU716436	438	333	270	368	0	1410	fpCG
965	EU716438	277	261	206	240	0	984	fpCG
966	EU716438	277	261	206	240	0	984	fpCG
967	GQ476139	583	383	312	419	0	1698	fpCG
968	GQ476140	461	331	252	369	0	1413	fpCG
969	GQ476141	291	249	205	239	0	984	fpCG
970	GQ476141	291	249	205	239	0	984	fpCG
971	EU716533	468	330	257	372	0	1427	fpCG
972	EU716540	594	390	318	420	0	1727	fpCG
973	GQ475762	290	247	206	238	0	982	fpCG
974	GQ475762	290	247	206	238	0	982	fpCG
975	GQ476017	583	382	314	418	0	1698	fpCG
976	GQ476018	461	331	253	368	0	1413	fpCG
977	GQ476019	292	250	203	239	0	984	fpCG
978	GQ476019	292	250	203	239	0	984	fpCG
979	EU716543	466	332	256	373	0	1427	fpCG
980	EU716555	598	389	315	424	0	1727	fpCG
981	GQ476055	583	382	314	418	0	1698	fpCG
982	GQ476056	461	331	253	368	0	1413	fpCG
983	GQ476057	292	250	203	239	0	984	fpCG
984	GQ476057	292	250	203	239	0	984	fpCG
985	FJ532065	436	335	271	366	0	1410	fpCG
986	FJ532066	576	376	340	409	0	1701	fpCG
987	GQ377033	450	330	262	368	0	1410	fpCG
988	GQ377034	495	396	294	312	0	1497	fpCG
989	GQ377035	600	379	313	409	0	1701	fpCG
990	EU199428	438	336	273	362	0	1410	fpCG
991	EU516052	570	380	338	412	0	1701	fpCG
992	FJ687000	460	331	253	369	0	1413	fpCG
993	FJ687001	583	381	313	419	0	1698	fpCG
994	GQ475819	291	249	205	239	0	984	fpCG
995	GQ475819	291	249	205	239	0	984	fpCG
996	EU199374	575	376	340	409	0	1701	fpCG
997	EU516192	436	336	271	366	0	1410	fpCG
998	EU516099	358	212	226	233	0	1029	fpCG
999	AY210119	435	344	264	367	0	1410	fpCG
1000	AY210224	488	394	297	318	0	1497	fpCG
1001	AY210253	274	262	208	238	0	982	fpCG
1002	AY210253	274	262	208	238	0	982	fpCG
1003	AY210299	268	204	165	201	0	838	fpCG
1004	AY210299	268	204	165	201	0	838	fpCG
1005	AF008748	329	216	215	227	0	987	fpCG
1006	CY016331	346	224	224	235	0	1029	fpCG
1007	EU516254	578	388	313	417	0	1698	fpCG
1008	EU516275	462	328	255	368	0	1413	fpCG
1009	EU716604	290	251	205	238	0	984	fpCG
1010	EU716604	290	251	205	238	0	984	fpCG
1011	AY029287	347	222	222	238	0	1029	fpCG
1012	EF473387	375	242	232	254	0	1103	fpCG
1013	EU516256	580	387	314	417	0	1698	fpCG
1014	EU716600	289	250	206	239	0	984	fpCG
1015	EU716600	289	250	206	239	0	984	fpCG
1016	EU887020	462	328	255	368	0	1413	fpCG
1017	EU100539	442	337	271	360	0	1410	fpCG
1018	AF008744	327	216	220	224	0	987	fpCG
1019	EF473504	359	243	226	247	0	1075	fpCG
1020	EU100548	440	342	273	363	0	1418	fpCG
1021	AF008838	324	221	214	228	0	987	fpCG
1022	CY019955	597	395	321	401	0	1714	fpCG
1023	CY019956	283	258	210	235	0	986	fpCG
1024	CY019956	283	258	210	235	0	986	fpCG
1025	CY019957	412	345	244	367	0	1368	fpCG
1026	CY019958	497	398	307	326	0	1528	fpCG
1027	CY019959	265	207	170	202	0	844	fpCG
1028	CY019959	265	207	170	202	0	844	fpCG
1029	CY019960	739	513	407	531	0	2190	fpCG
1030	CY019961	789	520	448	532	0	2289	fpCG
1031	CY019961	789	520	448	532	0	2289	fpCG
1032	CY019962	771	587	416	519	0	2293	fpCG
1033	EF473638	379	241	233	253	0	1106	fpCG
1034	AF008723	327	217	217	226	0	987	fpCG
1035	EF473505	359	246	225	248	0	1078	fpCG
1036	EF473506	363	243	230	248	0	1084	fpCG
1037	EF473351	383	244	238	253	0	1118	fpCG
1038	EF473507	355	230	223	240	0	1048	fpCG
1039	EF473508	370	246	236	251	0	1103	fpCG
1040	K01332	293	211	175	211	0	890	fpCG
1041	K01332	293	211	175	211	0	890	fpCG
1042	EF473329	376	242	232	253	0	1103	fpCG
1043	EF473340	377	241	232	253	0	1103	fpCG
1044	EU100537	442	339	273	364	0	1418	fpCG
1045	AF008863	315	226	215	230	0	986	fpCG
1046	AF008814	321	221	217	228	0	987	fpCG
1047	CY031392	355	239	228	251	0	1073	fpCG
1048	CY031393	352	231	227	250	0	1060	fpCG
1049	CY031887	354	221	225	240	0	1040	fpCG
1050	CY031888	354	221	225	240	0	1040	fpCG
1051	CY034574	354	238	227	251	0	1070	fpCG
1052	CY034524	354	238	227	251	0	1070	fpCG
1053	CY069651	416	266	239	279	0	1200	fpCG
1054	CY069652	416	266	238	280	0	1200	fpCG
1055	CY069653	417	265	238	280	0	1200	fpCG
1056	CY069654	416	266	238	280	0	1200	fpCG
1057	CY069655	416	266	238	280	0	1200	fpCG
1058	CY069656	417	266	237	280	0	1200	fpCG
1059	CY069657	416	265	238	281	0	1200	fpCG
1060	CY069658	414	267	237	282	0	1200	fpCG
1061	CY069659	415	266	237	282	0	1200	fpCG
1062	CY069660	415	267	238	280	0	1200	fpCG
1063	CY069661	415	267	237	281	0	1200	fpCG
1064	CY069662	416	266	238	280	0	1200	fpCG
1065	CY069663	417	266	236	281	0	1200	fpCG
1066	CY069664	417	265	236	282	0	1200	fpCG
1067	CY069665	415	267	237	281	0	1200	fpCG
1068	CY069666	416	266	238	280	0	1200	fpCG
1069	CY069667	380	245	215	260	0	1100	fpCG
1070	CY069668	416	266	238	280	0	1200	fpCG
1071	CY069669	419	265	236	280	0	1200	fpCG
1072	CY069670	414	267	237	282	0	1200	fpCG
1073	CY069671	418	266	236	280	0	1200	fpCG
1074	CY069672	418	266	235	281	0	1200	fpCG
1075	CY069673	416	266	238	280	0	1200	fpCG
1076	CY069674	418	266	236	280	0	1200	fpCG
1077	CY069675	418	266	236	280	0	1200	fpCG
1078	CY069676	416	266	238	280	0	1200	fpCG
1079	EU514670	340	207	215	224	0	987	fpCG
1080	EU502112	342	203	216	226	0	987	fpCG
1081	EU502113	336	214	212	225	0	987	fpCG
1082	EU502114	338	209	216	224	0	987	fpCG
1083	EU502115	341	206	216	224	0	987	fpCG
1084	EU502116	338	207	217	225	0	987	fpCG
1085	EU502117	337	213	213	224	0	987	fpCG
1086	EU502118	344	201	217	225	0	987	fpCG
1087	EU502119	344	202	216	225	0	987	fpCG
1088	EU502120	344	202	217	224	0	987	fpCG
1089	EU502121	343	203	216	225	0	987	fpCG
1090	CY069378	797	557	408	533	0	2295	fpCG
1091	CY069379	803	510	440	549	0	2302	fpCG
1092	CY069379	803	510	440	549	0	2302	fpCG
1093	CY069380	740	517	401	535	0	2193	fpCG
1094	CY069381	597	390	316	426	0	1729	fpCG
1095	CY069382	490	395	302	319	0	1506	fpCG
1096	CY069383	460	332	253	368	0	1413	fpCG
1097	CY069384	290	250	203	239	0	982	fpCG
1098	CY069384	290	250	203	239	0	982	fpCG
1099	CY069385	262	210	161	211	0	844	fpCG
1100	CY069385	262	210	161	211	0	844	fpCG
1101	CY069458	803	560	414	526	0	2303	fpCG
1102	CY069459	823	525	446	512	0	2306	fpCG
1103	CY069459	823	525	446	512	0	2306	fpCG
1104	CY069460	732	522	413	528	0	2195	fpCG
1105	CY069461	589	377	342	421	0	1729	fpCG
1106	CY069462	510	400	292	327	0	1529	fpCG
1107	CY069463	446	338	274	374	0	1432	fpCG
1108	CY069464	279	263	205	239	0	986	fpCG
1109	CY069464	279	263	205	239	0	986	fpCG
1110	CY069465	293	195	159	206	0	853	fpCG
1111	CY069465	293	195	159	206	0	853	fpCG
1112	CY069490	802	560	416	525	0	2303	fpCG
1113	CY069491	823	525	446	512	0	2306	fpCG
